,ProdTaken,Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Male,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried
1047,0,33.0,3,13.0,2,3.0,3,5.0,1.0,0,3,0,0.0,2,22347.0,1,0,0,1,1,0,0,0
1048,0,34.0,3,13.0,2,5.0,3,5.0,4.0,0,5,1,1.0,2,19759.0,1,0,1,0,1,0,1,0
1049,0,30.0,3,22.0,3,3.0,3,3.0,1.0,0,3,0,2.0,2,20301.0,1,0,1,0,1,0,0,0
1050,0,36.0,1,15.0,3,3.0,1,3.0,2.0,0,4,1,1.0,1,18673.0,0,0,0,1,0,0,1,0
1051,0,44.0,3,13.0,3,3.0,3,3.0,1.0,0,4,1,1.0,2,19768.0,0,0,0,1,0,0,0,0
1052,0,30.0,1,13.0,3,3.0,1,3.0,2.0,0,5,0,0.0,1,16274.0,0,1,0,0,1,1,0,0
1053,0,57.0,1,6.0,3,1.0,3,3.0,1.0,0,3,1,2.0,2,19900.0,1,0,1,0,1,0,0,0
1054,0,49.0,1,13.0,2,3.0,2,4.0,4.0,0,4,0,1.0,3,25466.0,1,0,1,0,1,1,0,0
1055,0,34.0,1,21.0,3,3.0,4,5.0,1.0,0,4,1,2.0,4,32007.0,0,0,0,1,1,1,0,0
1056,1,28.0,3,6.0,3,3.0,1,3.0,4.0,0,3,1,0.0,1,17909.0,0,1,0,0,1,0,0,0
1057,1,29.0,3,19.0,2,3.0,3,4.0,6.0,0,3,0,1.0,2,20765.0,0,1,0,0,0,0,1,0
1058,1,34.0,3,13.0,2,4.0,3,4.0,1.0,1,5,1,0.0,2,19599.0,1,0,0,1,0,0,1,0
1059,0,35.0,3,13.0,3,3.0,1,3.0,2.0,0,3,1,0.0,1,17404.0,1,0,1,0,1,0,0,0
1060,1,24.0,1,15.0,2,3.0,1,5.0,3.0,1,3,0,1.0,1,18172.0,0,0,0,1,1,0,1,0
1061,0,24.0,3,19.0,3,3.0,1,4.0,2.0,0,1,0,0.0,1,17033.0,0,0,1,0,0,0,0,0
1062,0,44.0,1,8.0,2,3.0,2,3.0,6.0,1,1,0,1.0,3,25209.0,0,0,0,1,1,0,0,1
1063,0,29.0,3,25.0,3,4.0,3,3.0,2.0,0,4,1,0.0,2,23620.0,1,0,1,0,1,1,0,0
1064,0,30.0,2,6.0,2,3.0,1,3.0,1.0,0,1,0,1.0,1,17064.0,1,0,1,0,1,1,0,0
1065,0,36.0,1,10.0,1,3.0,3,3.0,1.0,1,4,0,0.0,2,22347.0,1,0,1,0,1,0,0,0
1066,0,36.0,1,10.0,2,4.0,1,4.0,1.0,0,1,0,0.0,1,22347.0,1,0,0,1,0,0,0,0
1067,0,47.0,3,13.0,3,3.0,3,3.0,4.0,1,5,1,0.0,2,19591.0,1,0,0,1,0,0,0,0
1068,1,28.0,1,8.0,2,4.0,1,5.0,1.0,0,4,0,0.0,1,17561.0,0,0,0,1,1,0,1,0
1069,0,28.0,1,6.0,3,4.0,1,3.0,2.0,0,4,0,1.0,1,16563.0,1,0,1,0,1,1,0,0
1070,0,28.0,3,13.0,2,3.0,3,5.0,1.0,0,3,1,1.0,2,19898.0,0,0,1,0,1,0,1,0
1071,0,49.0,1,13.0,2,4.0,3,5.0,5.0,0,3,1,1.0,2,19789.0,1,0,0,1,0,0,0,0
1072,0,29.0,1,8.0,3,3.0,1,4.0,1.0,0,5,0,2.0,1,18180.0,0,0,1,0,0,0,0,0
1073,0,28.0,1,35.0,3,5.0,3,4.0,2.0,0,1,1,2.0,2,21549.0,1,0,1,0,1,0,0,0
1074,0,33.0,1,14.0,3,3.0,3,3.0,3.0,1,3,0,2.0,2,21388.0,1,0,1,0,1,0,0,1
1075,0,32.0,1,16.0,1,3.0,2,3.0,3.0,0,1,0,0.0,3,26244.0,1,0,0,1,1,0,0,1
1076,0,54.0,1,17.0,2,3.0,4,3.0,4.0,0,3,1,0.0,4,31032.0,0,0,0,1,0,1,0,0
1077,1,29.0,1,6.0,3,4.0,1,5.0,7.0,0,3,0,2.0,1,17362.0,1,1,0,0,1,0,1,0
1078,0,44.0,1,34.0,2,3.0,4,5.0,4.0,0,1,1,0.0,4,31328.0,1,0,1,0,1,0,0,0
1079,0,39.0,1,12.0,2,3.0,2,4.0,5.0,0,3,0,1.0,3,23376.0,1,0,1,0,0,0,0,1
1080,0,46.0,3,9.0,2,3.0,4,4.0,1.0,0,4,1,0.0,4,31606.0,1,0,1,0,0,0,0,0
1081,0,35.0,1,22.0,3,4.0,2,4.0,2.0,0,1,1,2.0,3,23606.0,1,0,1,0,0,0,0,1
1082,0,23.0,1,26.0,3,3.0,3,3.0,1.0,0,4,1,2.0,2,17272.0,1,0,1,0,1,0,1,0
1083,1,40.0,1,15.0,2,3.0,1,5.0,4.0,0,1,1,1.0,1,17018.0,1,0,1,0,1,0,1,0
1084,0,34.0,3,6.0,3,4.0,2,3.0,2.0,1,1,1,1.0,3,22083.0,1,1,0,0,1,0,0,0
1085,1,36.0,1,9.0,2,3.0,1,3.0,2.0,0,4,1,1.0,1,22347.0,0,0,1,0,0,0,1,0
1086,0,50.0,1,28.0,2,5.0,4,3.0,2.0,1,1,1,1.0,4,29411.0,0,0,0,1,1,0,1,0
1087,0,34.0,3,13.0,2,3.0,1,3.0,1.0,1,1,0,1.0,1,17308.0,1,1,0,0,1,1,0,0
1088,0,42.0,1,13.0,3,4.0,1,4.0,5.0,0,1,1,2.0,1,19841.0,1,0,0,1,1,1,0,0
1089,0,37.0,1,13.0,2,3.0,3,3.0,2.0,0,1,0,0.0,2,22347.0,1,0,0,1,1,1,0,0
1090,0,29.0,1,14.0,2,5.0,3,5.0,4.0,0,1,0,0.0,2,24715.0,1,0,1,0,0,1,0,0
1091,0,33.0,1,13.0,2,4.0,3,4.0,2.0,0,1,0,1.0,2,22347.0,1,0,1,0,1,0,1,0
1092,0,45.0,1,34.0,3,3.0,1,3.0,5.0,0,3,1,2.0,1,17132.0,1,1,0,0,1,1,0,0
1093,0,42.0,1,8.0,2,3.0,2,3.0,3.0,1,3,1,0.0,3,25124.0,0,0,1,0,1,1,0,0
1094,0,40.0,3,15.0,2,3.0,3,5.0,1.0,0,3,1,1.0,2,20473.0,1,0,0,1,1,1,0,0
1095,0,33.0,1,34.0,3,3.0,3,3.0,2.0,1,1,1,0.0,2,20207.0,1,0,1,0,1,1,0,0
1096,0,40.0,2,12.0,2,3.0,4,3.0,2.0,1,3,1,1.0,4,31437.0,1,0,0,1,1,0,1,0
1097,0,24.0,1,27.0,2,4.0,1,5.0,1.0,0,3,0,0.0,1,17296.0,1,1,0,0,1,1,0,0
1098,0,36.0,1,14.0,3,3.0,3,3.0,4.0,1,3,1,1.0,2,22347.0,0,0,1,0,1,1,0,0
1099,0,45.0,1,6.0,3,3.0,2,4.0,2.0,0,3,1,1.0,3,22441.0,1,1,0,0,1,1,0,0
1100,0,35.0,3,34.0,3,4.0,1,3.0,1.0,0,4,1,2.0,1,17430.0,1,0,1,0,0,1,0,0
1101,0,32.0,1,11.0,3,4.0,3,4.0,4.0,0,3,1,0.0,2,20878.0,1,0,1,0,0,1,0,0
1102,0,36.0,3,8.0,3,3.0,1,3.0,4.0,1,3,0,0.0,1,17644.0,1,0,1,0,1,0,1,0
1103,0,48.0,3,22.0,3,3.0,3,3.0,1.0,0,4,1,0.0,2,21439.0,1,0,1,0,0,1,0,0
1104,0,29.0,1,15.0,3,1.0,1,3.0,7.0,0,5,1,0.0,1,17451.0,1,0,1,0,1,1,0,0
1105,0,33.0,3,14.0,2,3.0,3,5.0,3.0,0,5,1,0.0,2,21392.0,1,0,1,0,1,1,0,0
1106,1,30.0,3,6.0,3,4.0,3,5.0,2.0,0,4,1,1.0,2,24714.0,1,0,1,0,1,1,0,0
1107,0,38.0,2,16.0,3,3.0,3,3.0,4.0,0,3,0,2.0,2,21077.0,0,0,1,0,1,1,0,0
1108,0,35.0,1,6.0,3,4.0,1,5.0,2.0,0,1,0,2.0,1,17450.0,1,0,0,1,1,0,1,0
1109,0,30.0,3,35.0,2,3.0,2,4.0,4.0,0,4,0,1.0,3,24250.0,1,1,0,0,1,1,0,0
1110,1,35.0,1,8.0,3,3.0,1,5.0,2.0,1,1,1,1.0,1,17074.0,1,0,1,0,0,1,0,0
1111,1,53.0,1,8.0,3,4.0,2,3.0,1.0,0,5,1,2.0,3,25169.0,1,1,0,0,0,1,0,0
1112,1,38.0,1,13.0,2,3.0,3,4.0,5.0,0,4,0,0.0,2,19855.0,1,0,0,1,1,1,0,0
1113,0,36.0,1,6.0,3,3.0,3,5.0,5.0,0,4,1,2.0,2,22347.0,0,1,0,0,1,1,0,0
1114,0,48.0,1,21.0,3,3.0,1,5.0,1.0,0,1,1,0.0,1,17367.0,1,0,1,0,0,1,0,0
1115,0,34.0,1,13.0,2,3.0,1,3.0,2.0,0,1,0,1.0,1,17972.0,1,0,0,1,1,0,1,0
1116,0,55.0,3,32.0,2,4.0,5,3.0,2.0,0,3,1,1.0,5,34586.0,1,0,0,1,1,1,0,0
1117,0,34.0,1,6.0,2,3.0,3,3.0,1.0,0,4,1,0.0,2,20484.0,1,0,1,0,1,1,0,0
1118,0,26.0,1,9.0,2,3.0,1,3.0,2.0,0,3,1,1.0,1,17061.0,1,0,1,0,0,1,0,0
1119,0,38.0,3,20.0,3,3.0,3,4.0,1.0,0,5,1,2.0,2,24924.0,1,0,1,0,1,1,0,0
1120,0,36.0,3,22.0,2,3.0,3,4.0,3.0,0,1,0,0.0,2,22347.0,1,0,1,0,0,0,1,0
1121,0,36.0,3,6.0,3,3.0,3,3.0,7.0,0,1,1,1.0,2,21815.0,1,0,1,0,0,0,0,1
1122,0,29.0,1,13.0,2,3.0,1,5.0,2.0,1,3,0,1.0,1,19723.0,1,0,0,1,1,0,1,0
1123,0,35.0,1,16.0,2,3.0,3,3.0,4.0,1,1,1,0.0,2,21142.0,1,0,0,1,0,0,1,0
1124,0,39.0,3,12.0,2,1.0,2,3.0,3.0,0,4,1,1.0,3,23237.0,1,0,0,1,1,1,0,0
1125,0,29.0,1,8.0,2,3.0,3,3.0,2.0,0,3,0,0.0,2,23853.0,0,0,1,0,1,1,0,0
1126,0,50.0,3,5.0,2,3.0,5,3.0,5.0,1,5,0,1.0,5,34331.0,1,0,0,1,1,1,0,0
1127,0,23.0,1,16.0,2,1.0,1,3.0,3.0,0,1,1,0.0,1,17073.0,1,1,0,0,1,1,0,0
1128,0,36.0,1,12.0,3,1.0,3,5.0,4.0,1,4,1,1.0,2,20562.0,0,0,1,0,1,1,0,0
1129,0,42.0,1,15.0,3,4.0,5,3.0,1.0,0,1,1,1.0,5,34613.0,1,0,1,0,1,0,1,0
1130,0,36.0,1,34.0,2,1.0,3,3.0,2.0,0,5,1,0.0,2,18407.0,1,0,1,0,1,1,0,0
1131,0,34.0,1,16.0,3,4.0,3,3.0,2.0,0,4,1,1.0,2,20063.0,0,1,0,0,1,1,0,0
1132,0,40.0,3,13.0,2,3.0,3,5.0,2.0,0,3,0,1.0,2,19639.0,1,0,1,0,0,1,0,0
1133,0,43.0,1,13.0,2,1.0,1,4.0,6.0,0,5,1,1.0,1,19876.0,1,1,0,0,1,1,0,0
1134,0,35.0,1,13.0,3,4.0,1,3.0,2.0,0,3,1,0.0,1,17690.0,1,0,1,0,1,1,0,0
1135,0,46.0,3,6.0,2,1.0,4,5.0,2.0,0,4,1,1.0,4,32567.0,1,0,1,0,1,0,1,0
1136,1,28.0,1,30.0,2,3.0,1,4.0,2.0,1,1,0,0.0,1,17408.0,1,0,0,1,1,1,0,0
1137,0,22.0,1,32.0,2,4.0,1,3.0,2.0,1,3,0,0.0,1,17814.0,0,0,1,0,0,1,0,0
1138,0,50.0,1,26.0,2,3.0,4,3.0,3.0,1,4,1,1.0,4,26245.0,0,0,0,1,1,1,0,0
1139,0,32.0,1,11.0,2,1.0,1,3.0,4.0,0,5,1,1.0,1,18312.0,1,0,1,0,0,1,0,0
1140,0,44.0,1,13.0,2,3.0,5,3.0,1.0,1,4,1,1.0,5,34049.0,1,0,0,1,0,1,0,0
1141,0,30.0,1,13.0,2,4.0,1,4.0,2.0,0,5,0,0.0,1,17141.0,1,0,0,1,1,1,0,0
1142,0,45.0,1,11.0,2,5.0,3,5.0,2.0,1,3,1,0.0,2,20769.0,1,0,0,1,0,0,1,0
1143,0,45.0,3,13.0,2,4.0,3,5.0,2.0,0,3,0,0.0,2,22347.0,1,0,0,1,1,1,0,0
1144,0,31.0,3,8.0,2,3.0,3,5.0,1.0,0,1,0,0.0,2,20332.0,0,0,1,0,1,0,1,0
1145,0,36.0,1,13.0,3,3.0,3,3.0,1.0,1,1,0,2.0,2,19663.0,1,0,1,0,0,1,0,0
1146,0,34.0,1,13.0,2,1.0,3,3.0,2.0,0,4,1,0.0,2,19724.0,0,0,1,0,1,1,0,0
1147,0,49.0,1,31.0,2,3.0,1,5.0,2.0,0,3,0,0.0,1,18211.0,1,0,1,0,0,1,0,0
1148,0,39.0,1,16.0,3,3.0,3,5.0,3.0,0,5,1,2.0,2,20377.0,1,0,0,1,1,1,0,0
1149,0,36.0,1,25.0,3,4.0,1,5.0,2.0,0,1,0,0.0,1,22347.0,1,0,1,0,1,1,0,0
1150,0,35.0,1,24.0,2,1.0,3,5.0,2.0,0,3,0,1.0,2,20208.0,1,0,1,0,1,1,0,0
1151,0,28.0,1,33.0,2,5.0,3,5.0,1.0,0,4,1,0.0,2,20208.0,1,0,0,1,0,1,0,0
1152,0,21.0,1,11.0,3,3.0,1,3.0,2.0,0,1,1,1.0,1,18117.0,1,0,0,1,1,0,1,0
1153,1,18.0,3,9.0,3,3.0,1,3.0,2.0,1,5,0,1.0,1,16569.0,0,0,0,1,0,0,1,0
1154,0,47.0,2,32.0,3,3.0,5,3.0,4.0,0,4,1,1.0,5,34658.0,1,0,1,0,0,1,0,0
1155,0,39.0,1,9.0,3,4.0,3,3.0,1.0,0,4,0,2.0,2,18069.0,1,0,0,1,1,1,0,0
1156,0,40.0,1,21.0,3,4.0,2,3.0,2.0,0,1,1,1.0,3,25435.0,1,0,1,0,0,1,0,0
1157,0,36.0,1,14.0,2,3.0,3,3.0,2.0,0,5,1,1.0,2,22347.0,0,0,1,0,0,1,0,0
1158,0,37.0,1,25.0,2,3.0,3,3.0,4.0,0,1,0,0.0,2,20768.0,1,0,1,0,1,1,0,0
1159,0,39.0,1,10.0,2,4.0,3,3.0,1.0,0,3,1,0.0,2,20042.0,0,0,0,1,0,0,1,0
1160,0,45.0,1,8.0,2,4.0,3,3.0,2.0,0,4,1,1.0,2,20770.0,1,0,1,0,0,1,0,0
1161,0,38.0,1,8.0,2,4.0,2,3.0,4.0,1,5,1,1.0,3,22756.0,1,0,0,1,0,1,0,0
1162,1,35.0,3,16.0,2,4.0,2,5.0,1.0,0,5,1,1.0,3,25306.0,1,0,0,1,1,1,0,0
1163,0,36.0,1,16.0,3,3.0,1,4.0,2.0,0,1,1,0.0,1,22347.0,1,0,0,1,0,1,0,0
1164,0,40.0,1,22.0,2,3.0,2,3.0,7.0,1,4,1,0.0,3,22945.0,1,0,1,0,0,0,0,1
1165,0,44.0,2,6.0,2,3.0,3,3.0,5.0,1,5,1,1.0,2,20743.0,0,0,1,0,1,1,0,0
1166,0,48.0,1,10.0,2,4.0,4,3.0,3.0,0,5,1,1.0,4,30202.0,0,0,0,1,1,1,0,0
1167,1,35.0,3,21.0,2,5.0,3,3.0,7.0,1,1,1,1.0,2,20440.0,1,0,0,1,1,1,0,0
1168,0,36.0,1,8.0,2,3.0,1,3.0,2.0,1,3,1,1.0,1,22347.0,0,1,0,0,0,0,1,0
1169,0,36.0,1,14.0,2,1.0,1,3.0,1.0,0,4,0,0.0,1,18517.0,1,0,0,1,0,1,0,0
1170,0,27.0,1,8.0,2,3.0,1,3.0,3.0,0,3,0,1.0,1,17580.0,0,0,0,1,1,0,1,0
1171,1,40.0,1,13.0,3,3.0,1,5.0,4.0,1,3,0,1.0,1,17166.0,1,0,1,0,1,0,1,0
1172,0,29.0,3,16.0,2,4.0,3,3.0,1.0,0,4,1,0.0,2,20869.0,1,0,0,1,1,0,1,0
1173,0,36.0,1,11.0,2,3.0,2,5.0,5.0,0,4,1,1.0,3,23008.0,1,0,1,0,0,1,0,0
1174,0,25.0,1,8.0,3,1.0,3,3.0,2.0,0,1,0,1.0,2,20206.0,0,0,1,0,1,1,0,0
1175,0,39.0,1,18.0,3,3.0,3,4.0,5.0,0,3,1,1.0,2,20295.0,1,0,0,1,1,1,0,0
1176,0,49.0,1,28.0,3,3.0,4,4.0,4.0,0,4,0,1.0,4,31413.0,1,0,1,0,0,1,0,0
1177,0,50.0,1,23.0,2,4.0,2,5.0,6.0,0,3,1,0.0,3,28269.0,1,0,1,0,0,1,0,0
1178,0,20.0,3,8.0,2,3.0,1,3.0,2.0,0,4,0,0.0,1,17783.0,1,0,0,1,0,0,1,0
1179,0,34.0,1,9.0,3,3.0,3,4.0,2.0,0,5,1,2.0,2,20433.0,1,0,1,0,0,1,0,0
1180,0,36.0,1,13.0,3,3.0,1,4.0,3.0,0,1,0,2.0,1,17013.0,1,0,1,0,1,0,1,0
1181,0,49.0,1,12.0,2,4.0,4,3.0,3.0,1,5,1,0.0,4,28966.0,1,0,1,0,0,1,0,0
1182,0,36.0,1,13.0,2,4.0,3,3.0,1.0,0,5,1,1.0,2,22347.0,1,0,0,1,0,1,0,0
1183,0,36.0,1,9.0,3,1.0,3,5.0,7.0,0,1,1,2.0,2,21842.0,1,0,1,0,1,1,0,0
1184,0,54.0,1,28.0,3,3.0,4,3.0,4.0,0,1,1,1.0,4,32426.0,1,0,0,1,0,1,0,0
1185,0,43.0,1,21.0,3,4.0,4,3.0,2.0,0,3,1,1.0,4,32603.0,1,0,1,0,1,1,0,0
1186,1,35.0,3,13.0,2,3.0,3,3.0,4.0,1,3,1,0.0,2,19581.0,0,0,1,0,1,0,1,0
1187,0,38.0,1,13.0,2,3.0,3,3.0,1.0,0,5,1,0.0,2,19735.0,0,0,1,0,1,1,0,0
1188,0,36.0,3,11.0,2,4.0,3,4.0,2.0,1,5,0,0.0,2,22347.0,1,0,0,1,1,1,0,0
1189,0,33.0,3,8.0,3,3.0,3,3.0,2.0,0,3,1,1.0,2,20505.0,1,0,0,1,1,1,0,0
1190,0,32.0,1,8.0,2,3.0,3,4.0,1.0,0,4,0,1.0,2,20470.0,1,0,0,1,1,1,0,0
1191,0,31.0,3,11.0,3,3.0,3,3.0,2.0,0,1,0,2.0,2,20476.0,1,0,1,0,0,1,0,0
1192,0,49.0,1,22.0,3,3.0,1,5.0,5.0,1,1,1,1.0,1,17587.0,1,0,0,1,0,1,0,0
1193,0,38.0,1,8.0,2,4.0,1,4.0,2.0,0,1,1,0.0,1,17440.0,0,0,0,1,0,0,1,0
1194,0,47.0,3,8.0,2,1.0,4,4.0,7.0,0,1,0,0.0,4,30972.0,1,0,1,0,0,1,0,0
1195,0,49.0,1,6.0,2,3.0,4,3.0,5.0,0,3,1,0.0,4,30379.0,1,0,1,0,1,0,1,0
1196,0,41.0,3,29.0,3,3.0,2,3.0,4.0,1,3,0,2.0,3,22082.0,1,0,1,0,1,0,0,1
1197,0,20.0,3,15.0,2,3.0,1,5.0,2.0,0,1,0,1.0,1,17728.0,1,0,1,0,1,0,1,0
1198,0,33.0,3,22.0,2,3.0,3,3.0,2.0,1,1,0,0.0,2,20368.0,0,0,1,0,0,1,0,0
1199,0,36.0,1,32.0,3,3.0,3,3.0,7.0,0,3,1,0.0,2,20347.0,1,0,1,0,1,1,0,0
1200,0,44.0,2,6.0,2,3.0,1,3.0,5.0,1,3,1,0.0,1,18195.0,1,0,1,0,0,1,0,0
1201,1,36.0,1,14.0,3,4.0,1,3.0,2.0,1,4,1,2.0,1,22347.0,1,0,0,1,1,0,1,0
1202,0,38.0,1,10.0,2,3.0,1,3.0,1.0,0,5,0,0.0,1,18306.0,1,0,0,1,0,1,0,0
1203,0,53.0,1,30.0,2,1.0,2,3.0,4.0,0,3,0,1.0,3,22005.0,1,0,0,1,1,1,0,0
1204,1,48.0,3,13.0,3,3.0,1,3.0,3.0,1,4,1,1.0,1,17655.0,0,0,0,1,0,1,0,0
1205,1,32.0,1,8.0,3,3.0,1,4.0,2.0,0,3,1,1.0,1,16393.0,1,0,1,0,1,0,1,0
1206,0,26.0,1,13.0,3,3.0,1,3.0,2.0,0,4,1,2.0,1,17570.0,0,0,0,1,1,0,1,0
1207,0,36.0,1,28.0,3,4.0,1,4.0,6.0,0,1,1,1.0,1,18537.0,1,1,0,0,1,1,0,0
1208,0,36.0,1,11.0,2,4.0,3,3.0,2.0,0,4,1,1.0,2,22347.0,1,0,0,1,1,1,0,0
1209,0,60.0,1,6.0,3,5.0,2,3.0,4.0,0,5,0,0.0,3,25883.0,1,0,0,1,1,1,0,0
1210,0,33.0,1,27.0,3,1.0,1,4.0,2.0,0,1,1,1.0,1,17028.0,1,0,0,1,1,1,0,0
1211,0,37.0,3,6.0,2,5.0,3,3.0,2.0,0,1,0,1.0,2,24525.0,0,0,0,1,1,1,0,0
1212,0,34.0,1,25.0,2,4.0,1,3.0,2.0,0,4,1,1.0,1,17929.0,1,0,1,0,0,1,0,0
1213,1,23.0,3,13.0,2,3.0,1,3.0,2.0,1,1,1,0.0,1,17275.0,1,0,1,0,1,1,0,0
1214,0,44.0,1,8.0,3,1.0,2,3.0,2.0,1,4,1,0.0,3,22879.0,1,0,1,0,0,1,0,0
1215,0,35.0,1,8.0,3,4.0,1,3.0,1.0,1,3,1,0.0,1,19930.0,0,0,0,1,1,0,1,0
1216,0,43.0,3,8.0,3,3.0,3,3.0,2.0,1,3,0,0.0,2,22847.0,1,0,0,1,1,1,0,0
1217,0,24.0,1,13.0,3,1.0,1,3.0,2.0,0,1,0,0.0,1,22347.0,1,0,0,1,1,1,0,0
1218,0,41.0,3,12.0,2,3.0,2,3.0,2.0,0,5,1,0.0,3,24241.0,1,0,0,1,1,0,0,1
1219,0,29.0,1,15.0,2,3.0,1,3.0,1.0,0,5,1,1.0,1,17974.0,1,0,0,1,0,1,0,0
1220,0,36.0,3,13.0,2,3.0,3,3.0,4.0,0,4,1,1.0,2,19502.0,1,0,1,0,0,0,1,0
1221,0,45.0,1,6.0,3,4.0,2,3.0,4.0,0,1,1,2.0,3,25748.0,0,0,1,0,1,1,0,0
1222,1,24.0,2,28.0,2,5.0,1,3.0,2.0,0,1,0,1.0,1,16555.0,1,0,1,0,1,1,0,0
1223,1,47.0,3,15.0,2,5.0,4,3.0,1.0,0,5,1,1.0,4,27936.0,0,0,1,0,1,1,0,0
1224,0,26.0,1,23.0,3,5.0,1,3.0,2.0,0,3,0,2.0,1,17305.0,1,0,0,1,1,1,0,0
1225,0,45.0,1,34.0,2,4.0,4,4.0,2.0,0,3,1,0.0,4,31704.0,1,1,0,0,0,0,1,0
1226,0,36.0,1,16.0,2,3.0,1,3.0,7.0,0,1,0,0.0,1,18433.0,0,0,1,0,1,1,0,0
1227,0,36.0,1,8.0,3,3.0,1,3.0,2.0,0,5,0,2.0,1,18477.0,1,0,1,0,1,1,0,0
1228,0,41.0,2,10.0,2,5.0,3,4.0,7.0,0,5,0,1.0,2,21430.0,0,0,1,0,1,1,0,0
1229,0,40.0,1,14.0,3,3.0,3,5.0,3.0,1,1,0,0.0,2,21516.0,1,0,1,0,0,1,0,0
1230,0,36.0,1,35.0,3,3.0,1,5.0,2.0,0,4,1,1.0,1,22347.0,1,0,0,1,1,1,0,0
1231,0,46.0,1,19.0,2,3.0,3,4.0,7.0,0,4,1,0.0,2,20562.0,1,0,1,0,1,0,1,0
1232,0,35.0,1,33.0,2,3.0,3,3.0,3.0,0,5,0,1.0,2,21883.0,1,0,1,0,1,1,0,0
1233,0,30.0,1,22.0,2,3.0,1,3.0,2.0,0,1,0,0.0,1,17862.0,1,0,1,0,1,1,0,0
1234,0,47.0,3,8.0,2,4.0,3,4.0,1.0,0,1,0,1.0,2,19978.0,0,0,0,1,1,1,0,0
1235,0,46.0,3,8.0,3,3.0,2,3.0,5.0,1,3,0,2.0,3,25368.0,1,0,1,0,1,1,0,0
1236,1,36.0,3,19.0,3,4.0,3,5.0,6.0,1,1,1,0.0,2,21134.0,1,0,0,1,1,1,0,0
1237,1,32.0,3,6.0,2,5.0,3,4.0,7.0,0,3,0,1.0,2,21735.0,1,0,1,0,1,0,0,1
1238,0,23.0,1,10.0,2,3.0,1,4.0,2.0,0,3,1,1.0,1,18295.0,1,0,0,1,0,0,1,0
1239,0,31.0,1,30.0,1,3.0,3,3.0,3.0,0,1,1,0.0,2,20238.0,0,1,0,0,0,0,1,0
1240,0,39.0,1,6.0,3,3.0,3,3.0,2.0,1,5,1,2.0,2,21472.0,0,0,1,0,1,1,0,0
1241,0,32.0,3,25.0,3,5.0,2,3.0,4.0,0,3,1,2.0,3,24610.0,1,0,1,0,1,1,0,0
1242,0,40.0,3,13.0,2,3.0,5,4.0,2.0,0,4,1,1.0,5,34833.0,1,0,0,1,1,0,1,0
1243,0,45.0,2,10.0,2,5.0,2,3.0,5.0,0,1,1,1.0,3,24756.0,1,0,1,0,0,1,0,0
1244,0,30.0,1,8.0,3,4.0,1,5.0,1.0,0,3,0,1.0,1,19968.0,0,1,0,0,0,0,1,0
1245,0,24.0,2,16.0,2,3.0,1,3.0,1.0,0,4,1,1.0,1,17145.0,0,0,0,1,1,1,0,0
1246,1,30.0,2,14.0,3,4.0,1,3.0,7.0,0,5,1,2.0,1,17180.0,0,0,1,0,0,1,0,0
1247,0,31.0,3,11.0,2,3.0,3,3.0,2.0,0,5,0,1.0,2,23346.0,1,1,0,0,1,1,0,0
1248,0,36.0,1,14.0,3,3.0,1,3.0,2.0,0,4,1,2.0,1,18445.0,1,0,0,1,0,0,1,0
1249,1,29.0,3,15.0,2,5.0,1,4.0,2.0,0,1,1,1.0,1,17760.0,1,0,0,1,0,0,1,0
1250,0,29.0,1,6.0,3,1.0,3,3.0,1.0,1,3,0,1.0,2,21294.0,0,0,1,0,1,0,0,1
1251,0,30.0,3,21.0,3,4.0,2,5.0,3.0,0,1,0,2.0,3,22140.0,1,0,0,1,1,1,0,0
1252,0,34.0,1,8.0,3,1.0,1,3.0,1.0,1,1,0,1.0,1,17932.0,1,0,0,1,1,1,0,0
1253,0,33.0,3,8.0,3,3.0,3,4.0,1.0,0,1,0,0.0,2,20147.0,0,0,0,1,0,0,1,0
1254,0,49.0,3,13.0,3,3.0,3,3.0,4.0,0,4,0,1.0,2,19507.0,1,0,0,1,0,0,1,0
1255,1,33.0,3,22.0,3,3.0,2,5.0,3.0,1,5,0,0.0,3,23564.0,1,0,1,0,0,0,0,1
1256,0,38.0,1,8.0,3,4.0,1,4.0,5.0,0,3,0,0.0,1,17468.0,0,0,0,1,0,1,0,0
1257,1,31.0,3,22.0,3,3.0,2,3.0,3.0,0,5,1,0.0,3,23161.0,1,0,0,1,1,1,0,0
1258,0,29.0,1,10.0,3,4.0,1,5.0,2.0,0,4,0,0.0,1,17109.0,1,1,0,0,0,1,0,0
1259,0,30.0,1,22.0,2,1.0,3,3.0,4.0,0,1,1,0.0,2,20294.0,1,0,1,0,1,1,0,0
1260,0,32.0,1,11.0,3,3.0,1,4.0,3.0,0,3,1,1.0,1,17718.0,0,1,0,0,1,0,1,0
1261,0,38.0,1,24.0,2,5.0,3,3.0,4.0,1,5,0,1.0,2,20811.0,1,0,0,1,1,1,0,0
